#,Full Name,FullTeamName,Pos.,Ht.,Year,Hometown,userteam,FantasyPts_sum,FantasyPts_mean,rank_pos,rank_global,GP,MIN_mean,PTS_mean,REB_mean,AST_mean,STL_mean,BLK_mean,3PM_mean,3PA_mean,FTM_mean,TO_mean,FGM_mean,FGA_mean,OREB_sum,OREB_mean,DREB_sum,DREB_mean,MIN_sum,PTS_sum,REB_sum,AST_sum,STL_sum,BLK_sum,TO_sum,FGM_sum,FGA_sum,3PM_sum,3PA_sum,FTM_sum,FTA_sum,FTA_mean,Previous School,clean_name,ImageURL
2,Mali Ennis,Pacific Tigers,G,5-10,Sr.,"Burlingame, CA",FreeAgent,0.0,0.0,80.0,130.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saint Mary's College,mali ennis,https://pacifictigers.com/images/2025/10/20/Mali_Ennis.png?width=80&quality=90
3,Hannah Burg,Pacific Tigers,G,5-6,Sr.,"Colorado Springs, CO",FreeAgent,1.0,1.0,60.5,98.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Augustana (SD),hannah burg,https://pacifictigers.com/images/2025/10/20/Hannah_Burg.png?width=80&quality=90
5,Stella Szabo,Pacific Tigers,G,5-11,R-So.,"Stockholm, Sweden",UserTeam2,10.0,10.0,49.5,78.0,1.0,21.0,6.0,3.0,1.0,0.0,0.0,2.0,4.0,0.0,1.0,2.0,5.0,0.0,0.0,3.0,3.0,21.0,6.0,3.0,1.0,0.0,0.0,1.0,2.0,5.0,2.0,4.0,0.0,0.0,0.0,Luleaa Gymnasieskola,stella szabo,https://pacifictigers.com/images/2025/10/20/Stella_Szabo.png?width=80&quality=90
7,Liv Yergensen,Pacific Tigers,G,5-11,Fr.,"El Dorado Hills, CA",FreeAgent,9.0,9.0,51.0,81.0,1.0,20.0,8.0,2.0,0.0,0.0,1.0,0.0,2.0,0.0,2.0,4.0,7.0,1.0,1.0,1.0,1.0,20.0,8.0,2.0,0.0,0.0,1.0,2.0,4.0,7.0,0.0,2.0,0.0,0.0,0.0,Oak Ridge HS,liv yergensen,https://pacifictigers.com/images/2025/10/20/Liv_Yergensen.png?width=80&quality=90
8,Sophia Mindermann,Pacific Tigers,G,5-10,Fr.,"Folsom, CA",FreeAgent,1.0,1.0,60.5,98.5,1.0,18.0,4.0,1.0,4.0,0.0,0.0,1.0,7.0,1.0,1.0,1.0,10.0,0.0,0.0,1.0,1.0,18.0,4.0,1.0,4.0,0.0,0.0,1.0,1.0,10.0,1.0,7.0,1.0,3.0,3.0,Folsom HS,sophia mindermann,https://pacifictigers.com/images/2025/10/20/Sophia_Mindermann.png?width=80&quality=90
9,Marina Radocaj,Pacific Tigers,G/F,6-3,Jr.,"Richmond, Canada",FreeAgent,21.0,21.0,3.0,47.5,1.0,32.0,6.0,10.0,2.0,1.0,1.0,0.0,0.0,0.0,6.0,3.0,3.0,1.0,1.0,9.0,9.0,32.0,6.0,10.0,2.0,1.0,1.0,6.0,3.0,3.0,0.0,0.0,0.0,0.0,0.0,Arizona State / R.A. McMath Secondary School,marina radocaj,https://pacifictigers.com/images/2025/10/20/Marina_Radocaj.png?width=80&quality=90
10,Sydney Ward,Pacific Tigers,G/F,6-0,Sr.,"Houston, TX",UserTeam4,26.0,26.0,2.0,33.5,1.0,27.0,13.0,6.0,3.0,0.0,2.0,2.0,5.0,3.0,3.0,4.0,9.0,2.0,2.0,4.0,4.0,27.0,13.0,6.0,3.0,0.0,2.0,3.0,4.0,9.0,2.0,5.0,3.0,4.0,4.0,The Village,sydney ward,https://pacifictigers.com/images/2025/10/20/Sydney_Ward.png?width=80&quality=90
11,Luisa Anderegg,Pacific Tigers,F,6-2,Sr.,"Cologne, Germany",UserTeam4,1.0,1.0,28.5,98.5,1.0,9.0,3.0,1.0,0.0,0.0,0.0,1.0,2.0,0.0,2.0,1.0,2.0,0.0,0.0,1.0,1.0,9.0,3.0,1.0,0.0,0.0,0.0,2.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,Midland College,luisa anderegg,https://pacifictigers.com/images/2025/10/20/Luisa_Anderegg.png?width=80&quality=90
15,Nyah Lowery,Pacific Tigers,G,5-11,Jr.,"Sacramento, CA",FreeAgent,16.0,16.0,39.0,64.5,1.0,15.0,8.0,0.0,1.0,0.0,1.0,2.0,2.0,0.0,2.0,3.0,3.0,0.0,0.0,0.0,0.0,15.0,8.0,0.0,1.0,0.0,1.0,2.0,3.0,3.0,2.0,2.0,0.0,0.0,0.0,Saint Mary's,nyah lowery,https://pacifictigers.com/images/2025/10/20/Nyah_Lowery.png?width=80&quality=90
21,Daria Nestorov,Pacific Tigers,G,5-4,So.,"Zrenjanin, Serbia",UserTeam6,27.0,27.0,23.5,30.5,1.0,28.0,15.0,6.0,3.0,0.0,0.0,4.0,6.0,1.0,4.0,5.0,7.0,0.0,0.0,6.0,6.0,28.0,15.0,6.0,3.0,0.0,0.0,4.0,5.0,7.0,4.0,6.0,1.0,2.0,2.0,Gymnasium Kraljevo,daria nestorov,https://pacifictigers.com/images/2025/10/20/Daria_Nestorov.png?width=80&quality=90
23,Kenlee Durrill,Pacific Tigers,G,5-10,R-So.,"Denver, CO",FreeAgent,0.0,0.0,80.0,130.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Flat Irons,kenlee durrill,https://pacifictigers.com/images/2025/10/20/Kenlee_Durrill.png?width=80&quality=90
24,LaMiracle Lebon,Pacific Tigers,F,6-3,Fr.,"Columbus, MS",UserTeam3,0.0,0.0,40.5,130.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Vanden HS,lamiracle lebon,https://pacifictigers.com/images/2025/10/20/LaMiracle_Lebon.png?width=80&quality=90
25,Winner Bartholomew,Pacific Tigers,F,6-1,So.,"Abuja, Nigeria",FreeAgent,21.0,21.0,11.5,47.5,1.0,27.0,6.0,9.0,1.0,2.0,0.0,0.0,0.0,0.0,1.0,3.0,8.0,2.0,2.0,7.0,7.0,27.0,6.0,9.0,1.0,2.0,0.0,1.0,3.0,8.0,0.0,0.0,0.0,2.0,2.0,Rider,winner bartholomew,https://pacifictigers.com/images/2025/10/20/Winner_Bartholomew.png?width=80&quality=90
32,Tyla Fautua,Pacific Tigers,F,6-0,So.,"Brisbane, Australia",FreeAgent,3.0,3.0,25.0,92.0,1.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,2.0,2.0,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Southern Districts Spartans,tyla fautua,https://pacifictigers.com/images/2025/10/20/Tyla_Fautua.png?width=80&quality=90
2,Mara Neira,San Francisco Dons,G,5-9,Gr.,"Baiona, Spain",UserTeam6,11.0,11.0,48.0,76.0,1.0,14.0,0.0,6.0,2.0,2.0,0.0,0.0,3.0,0.0,2.0,0.0,3.0,0.0,0.0,6.0,6.0,14.0,0.0,6.0,2.0,2.0,0.0,2.0,0.0,3.0,0.0,3.0,0.0,0.0,0.0,Presbyterian/Appalachian State,mara neira,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/2_Mara_Neira_Headshot.jpg?width=80&quality=90
3,Noelia Mourino,San Francisco Dons,F,6-2,Fr.,"O Porrino, Spain",FreeAgent,0.0,0.0,40.5,130.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Segle XXI Barcelona,noelia mourino,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/3_Noelia_Mourino_Headshot.jpg?width=80&quality=90
4,Meghan McIntyre,San Francisco Dons,G,5-6,Gr.,"Garden Grove, Calif.",UserTeam6,47.0,47.0,3.5,4.5,1.0,30.0,11.0,10.0,7.0,1.0,0.0,1.0,2.0,2.0,1.0,4.0,6.0,1.0,1.0,9.0,9.0,30.0,11.0,10.0,7.0,1.0,0.0,1.0,4.0,6.0,1.0,2.0,2.0,2.0,2.0,Southern Oregon/Orange Coast CC/Golden West CC,meghan mcintyre,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/4_Meghan_McIntyre_Headshot.jpg?width=80&quality=90
7,Nevaeh Ferrara Horne,San Francisco Dons,F,6-2,Jr.,"Regina, Saskatchewan, Canada",FreeAgent,18.0,18.0,16.0,60.5,1.0,31.0,5.0,11.0,1.0,2.0,0.0,0.0,0.0,1.0,3.0,2.0,7.0,4.0,4.0,7.0,7.0,31.0,5.0,11.0,1.0,2.0,0.0,3.0,2.0,7.0,0.0,0.0,1.0,2.0,2.0,North Dakota,nevaeh ferrara horne,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/7_Nevaeh_Ferrera_Horne_Headshot.jpg?width=80&quality=90
9,Aina Cargol,San Francisco Dons,G,5-9,Fr.,"Olot, Spain",FreeAgent,14.0,14.0,43.0,69.5,1.0,25.0,7.0,0.0,1.0,2.0,0.0,1.0,3.0,2.0,0.0,2.0,8.0,0.0,0.0,0.0,0.0,25.0,7.0,0.0,1.0,2.0,0.0,0.0,2.0,8.0,1.0,3.0,2.0,2.0,2.0,Spar Girona,aina cargol,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/9_Aina_Cargol_Headshot.jpg?width=80&quality=90
10,Amy Pateman,San Francisco Dons,G,5-8,Fr.,"Auckland, New Zealand",FreeAgent,1.0,1.0,60.5,98.5,1.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Westlake Girls High School,amy pateman,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/10_Amy_Pateman_Headshot.jpg?width=80&quality=90
12,Natasa Tausova,San Francisco Dons,F,6-3,Fr.,"Poprad, Slovakia",FreeAgent,-2.0,-2.0,51.0,160.5,1.0,21.0,3.0,4.0,0.0,0.0,0.0,1.0,3.0,0.0,3.0,1.0,5.0,2.0,2.0,2.0,2.0,21.0,3.0,4.0,0.0,0.0,0.0,3.0,1.0,5.0,1.0,3.0,0.0,0.0,0.0,Piestanske Cajky,natasa tausova,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/12_Natasa_Tausova_Headshot.jpg?width=80&quality=90
14,Michelle Ugwah,San Francisco Dons,F,6-1,R-So.,"Cork, Ireland",UserTeam3,1.0,1.0,28.5,98.5,1.0,13.0,2.0,1.0,0.0,1.0,1.0,0.0,0.0,0.0,3.0,1.0,6.0,1.0,1.0,0.0,0.0,13.0,2.0,1.0,0.0,1.0,1.0,3.0,1.0,6.0,0.0,0.0,0.0,0.0,0.0,Morehead State,michelle ugwah,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/14_Michelle_Ugwah_Headshot.jpg?width=80&quality=90
21,Olivia Williams,San Francisco Dons,G,6-1,R-Sr.,"South San Francisco, Calif.",FreeAgent,0.0,0.0,80.0,130.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,UC Irvine,olivia williams,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/21_Olivia_Williams_Headshot.jpg?width=80&quality=90
22,Paula Tirado,San Francisco Dons,G,5-7,R-So.,"Mataro, Spain",UserTeam5,14.0,14.0,43.0,69.5,1.0,18.0,0.0,3.0,3.0,1.0,0.0,0.0,0.0,0.0,1.0,0.0,1.0,0.0,0.0,3.0,3.0,18.0,0.0,3.0,3.0,1.0,0.0,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,IES Damia Campeny,paula tirado,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/22_Paula_Tirado_Headshot.jpg?width=80&quality=90
23,Candy Edokpaigbe,San Francisco Dons,G,6-0,So.,"Naples, Italy",UserTeam4,41.0,41.0,6.0,7.0,1.0,33.0,26.0,7.0,1.0,0.0,2.0,1.0,3.0,5.0,2.0,10.0,16.0,2.0,2.0,5.0,5.0,33.0,26.0,7.0,1.0,0.0,2.0,2.0,10.0,16.0,1.0,3.0,5.0,6.0,6.0,Seattle U,candy edokpaigbe,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/23_Candy_Edkopaigbe_Headshot.jpg?width=80&quality=90
24,Sol Castro,San Francisco Dons,F,6-1,Gr.,"Rio Colorado, Argentina",UserTeam6,0.0,0.0,40.5,130.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Robert Morris,sol castro,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/24_Sol_Castro_Headshot.jpg?width=80&quality=90
32,Sophia Priestley,San Francisco Dons,F,6-2,Fr.,"Oslo, Norway",UserTeam1,5.0,5.0,23.0,87.5,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,1.0,1.0,4.0,2.0,1.0,0.0,0.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,0.0,0.0,Ullern IF Oslo,sophia priestley,https://drtye9aslmeh1.cloudfront.net/images/2025/10/14/32_Sophia_Priestley_Headshot.jpg?width=80&quality=90
1,Malvina Haziri,Washington State Cougars,G,5-9,Fr.,"Vushtrria, Kosovo",FreeAgent,7.0,7.0,53.0,84.5,1.0,13.0,3.0,1.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,2.0,0.0,0.0,1.0,1.0,13.0,3.0,1.0,1.0,0.0,0.0,0.0,1.0,2.0,1.0,2.0,0.0,0.0,0.0,KBF Prishtina,malvina haziri,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Haziri__Malvina.png?width=80&quality=90
2,Eleonora Villa,Washington State Cougars,G,5-8,Jr.,"Lissone, Italy",UserTeam4,52.0,26.0,1.0,1.0,2.0,35.5,21.5,1.5,3.0,1.5,0.0,1.0,4.5,2.5,4.5,9.0,17.0,1.0,0.5,2.0,1.0,71.0,43.0,3.0,6.0,3.0,0.0,9.0,18.0,34.0,2.0,9.0,5.0,8.0,4.0,Costa Masnaga,eleonora villa,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Villa__Eleonora.png?width=80&quality=90
5,Jean Chiu,Washington State Cougars,G,5-7,Sr.,"Taipei, Taiwan",FreeAgent,0.0,0.0,80.0,130.5,2.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,University of Taipei,jean chiu,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Chiu__Jean.png?width=80&quality=90
6,Tahara Magassa,Washington State Cougars,F,6-4,Fr.,"Paris, France",FreeAgent,0.0,0.0,40.5,130.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Saint-Amand Hainut,tahara magassa,https://dxbhsrqyrr690.cloudfront.net/sidearm.nextgen.sites/wsu.sidearmsports.com/images/responsive_2020/logo_main.svg
8,Mackenzie Chatfield,Washington State Cougars,G,5-9,Jr.,"Auckland, New Zealand",FreeAgent,24.0,12.0,30.5,41.5,2.0,22.5,2.5,3.0,2.5,1.0,0.5,0.0,0.0,0.5,2.0,1.0,3.0,1.0,0.5,5.0,2.5,45.0,5.0,6.0,5.0,2.0,1.0,4.0,2.0,6.0,0.0,0.0,1.0,4.0,2.0,Western Kentucky,mackenzie chatfield,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Chatfield__Mackenzie.png?width=80&quality=90
9,Tanja Valancic,Washington State Cougars,F,6-0,Fr.,"Ljubljana, Slovenia",FreeAgent,18.0,9.0,16.0,60.5,2.0,20.0,3.5,4.5,1.5,0.5,0.0,0.5,2.0,1.0,1.0,1.0,4.5,4.0,2.0,5.0,2.5,40.0,7.0,9.0,3.0,1.0,0.0,2.0,2.0,9.0,1.0,4.0,2.0,2.0,1.0,Akson Ilirija,tanja valancic,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Valancic__Tanja.png?width=80&quality=90
10,Charlotte Abraham,Washington State Cougars,G,6-0,So.,"Cambrai, France",FreeAgent,31.0,15.5,15.0,19.0,2.0,26.0,10.0,6.0,3.0,0.5,0.0,1.0,5.5,3.0,2.0,3.0,9.0,4.0,2.0,8.0,4.0,52.0,20.0,12.0,6.0,1.0,0.0,4.0,6.0,18.0,2.0,11.0,6.0,8.0,4.0,Lycee Marguerite de Flandre,charlotte abraham,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Abraham__Charlotte.png?width=80&quality=90
12,Marta Alsina,Washington State Cougars,G,5-11,So.,"Barcelona, Spain",FreeAgent,26.0,13.0,26.0,33.5,2.0,23.5,6.0,3.0,0.5,1.5,1.0,1.0,3.0,0.0,2.5,2.5,5.5,0.0,0.0,6.0,3.0,47.0,12.0,6.0,1.0,3.0,2.0,5.0,5.0,11.0,2.0,6.0,0.0,0.0,0.0,Institut Joaquim Blume,marta alsina,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Alsina__Marta.png?width=80&quality=90
15,Keandra Koorits,Washington State Cougars,G/F,6-2,R-Fr.,"Tallinn, Estonia",FreeAgent,33.0,16.5,1.0,16.0,2.0,23.5,12.5,3.5,1.0,0.5,0.5,1.5,3.5,4.0,2.0,3.5,8.0,1.0,0.5,6.0,3.0,47.0,25.0,7.0,2.0,1.0,1.0,4.0,7.0,16.0,3.0,7.0,8.0,9.0,4.5,Audentes Sports Gymnasium,keandra koorits,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Koorits__Keandra.png?width=80&quality=90
25,Lauren Glazier,Washington State Cougars,F,6-4,Sr.,"North Bend, Wash.",FreeAgent,0.0,0.0,40.5,130.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Mount Si HS,lauren glazier,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Glazier__Lauren.png?width=80&quality=90
33,Alex Covill,Washington State Cougars,C,6-6,Jr.,"Missoula, Mont.",UserTeam4,10.0,5.0,5.0,78.0,2.0,20.0,4.0,4.0,1.0,0.0,1.5,0.0,0.0,0.0,4.5,2.0,5.5,5.0,2.5,3.0,1.5,40.0,8.0,8.0,2.0,0.0,3.0,9.0,4.0,11.0,0.0,0.0,0.0,0.0,0.0,Missoula Hellgate HS,alex covill,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Covill__Alex.png?width=80&quality=90
55,Malia Ruud,Washington State Cougars,F,6-2,Fr.,"Pasco, Wash.",UserTeam5,28.0,14.0,6.0,28.0,2.0,17.5,6.5,2.5,0.0,0.5,1.5,0.5,0.5,0.0,1.5,3.0,4.0,2.0,1.0,3.0,1.5,35.0,13.0,5.0,0.0,1.0,3.0,3.0,6.0,8.0,1.0,1.0,0.0,2.0,1.0,Chiawana HS,malia ruud,https://d1gp0cqcpext3x.cloudfront.net/images/2025/10/9/Ruud__Malia.png?width=80&quality=90
0,Goundo Diakite Bayo,Portland Pilots,F,6-1,Fr.,"Barcelona, Spain",FreeAgent,0.0,0.0,40.5,130.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,IES Carles Vallbona,goundo diakite bayo,https://portlandpilots.com/images/2025/10/15/Diakite_Goundoba26web.JPG?width=80&quality=90
2,Dyani Ananiev,Portland Pilots,G,6-2,R-So.,"St. Andrews, Australia",FreeAgent,37.0,37.0,7.5,8.5,1.0,16.0,10.0,2.0,3.0,3.0,1.0,2.0,4.0,0.0,1.0,4.0,6.0,1.0,1.0,1.0,1.0,16.0,10.0,2.0,3.0,3.0,1.0,1.0,4.0,6.0,2.0,4.0,0.0,0.0,0.0,Wyndham,dyani ananiev,https://portlandpilots.com/images/2025/10/15/Ananiev_Dyani26web.JPG?width=80&quality=90
3,Florence Dallow,Portland Pilots,G,6-2,R-So.,"Auckland, New Zealand",UserTeam2,19.0,19.0,35.5,55.0,1.0,12.0,11.0,3.0,1.0,0.0,0.0,1.0,2.0,0.0,0.0,5.0,9.0,1.0,1.0,2.0,2.0,12.0,11.0,3.0,1.0,0.0,0.0,0.0,5.0,9.0,1.0,2.0,0.0,0.0,0.0,Epsom Girls Grammar School,florence dallow,https://portlandpilots.com/images/2025/10/15/Dallow_Florence26web.JPG?width=80&quality=90
5,Aubrey Herrin,Portland Pilots,G,6-1,Fr.,"Kennewick, WA",FreeAgent,18.0,18.0,37.5,60.5,1.0,18.0,6.0,4.0,1.0,0.0,2.0,0.0,0.0,0.0,2.0,3.0,4.0,1.0,1.0,3.0,3.0,18.0,6.0,4.0,1.0,0.0,2.0,2.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,Kamiakin HS,aubrey herrin,https://portlandpilots.com/images/2025/10/15/Herrin_Aubrey26web.JPG?width=80&quality=90
7,Tiffany Barbosa,Portland Pilots,G,5-10,So.,"Stockholm, Sweden",FreeAgent,21.0,21.0,33.0,47.5,1.0,19.0,6.0,1.0,1.0,3.0,0.0,0.0,2.0,2.0,0.0,2.0,4.0,0.0,0.0,1.0,1.0,19.0,6.0,1.0,1.0,3.0,0.0,0.0,2.0,4.0,0.0,2.0,2.0,2.0,2.0,RIG Lulea,tiffany barbosa,https://portlandpilots.com/images/2025/10/15/Barbosa_Tiffany26web.jpg?width=80&quality=90
9,Jada Kennedy,Portland Pilots,C,6-5,Fr.,"Melbourne, Australia",FreeAgent,16.0,16.0,4.0,64.5,1.0,14.0,6.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,3.0,4.0,2.0,2.0,2.0,2.0,14.0,6.0,4.0,1.0,0.0,0.0,0.0,3.0,4.0,0.0,0.0,0.0,0.0,0.0,Siena College,jada kennedy,https://portlandpilots.com/images/2025/10/15/Kennedy_Jada26web.JPG?width=80&quality=90
10,Natalie Fraley,Portland Pilots,G,6-0,Sr.,"Kelso, WA",UserTeam2,28.0,28.0,21.5,28.0,1.0,19.0,9.0,3.0,4.0,2.0,1.0,1.0,3.0,2.0,4.0,3.0,5.0,0.0,0.0,3.0,3.0,19.0,9.0,3.0,4.0,2.0,1.0,4.0,3.0,5.0,1.0,3.0,2.0,2.0,2.0,Utah State / Kelso HS,natalie fraley,https://portlandpilots.com/images/2025/10/15/Fraley_Natalie26web.JPG?width=80&quality=90
12,Brynn Smith,Portland Pilots,G,6-0,Fr.,"Eugene, OR",FreeAgent,32.0,32.0,14.0,18.0,1.0,20.0,12.0,1.0,2.0,4.0,0.0,0.0,1.0,0.0,3.0,6.0,9.0,0.0,0.0,1.0,1.0,20.0,12.0,1.0,2.0,4.0,0.0,3.0,6.0,9.0,0.0,1.0,0.0,0.0,0.0,Willamette HS,brynn smith,https://portlandpilots.com/images/2025/10/15/Smith_Brynn26web.JPG?width=80&quality=90
14,Caitlin Monahan,Portland Pilots,G,5-10,R-Fr.,"Mercer Island, WA",FreeAgent,5.0,5.0,55.0,87.5,1.0,14.0,0.0,3.0,2.0,0.0,1.0,0.0,1.0,0.0,2.0,0.0,3.0,2.0,2.0,1.0,1.0,14.0,0.0,3.0,2.0,0.0,1.0,2.0,0.0,3.0,0.0,1.0,0.0,0.0,0.0,Mercer Island HS,caitlin monahan,https://portlandpilots.com/images/2025/10/15/Monahan_Caitlyn26web.JPG?width=80&quality=90
17,Nicole Anderson,Portland Pilots,G,5-8,Gr.,"Eastvale, CA",UserTeam6,1.0,1.0,60.5,98.5,1.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,1.0,3.0,0.0,0.0,0.0,0.0,10.0,2.0,0.0,0.0,0.0,0.0,0.0,1.0,3.0,0.0,1.0,0.0,0.0,0.0,LMU / SMU / Rosary Academy,nicole anderson,https://portlandpilots.com/images/2025/10/15/Rodriguez_Nicole26web.JPG?width=80&quality=90
20,Lainey Spear,Portland Pilots,F,6-2,Jr.,"Portland, OR",UserTeam3,35.0,35.0,3.0,12.5,1.0,14.0,9.0,6.0,3.0,2.0,0.0,0.0,0.0,1.0,0.0,4.0,5.0,3.0,3.0,3.0,3.0,14.0,9.0,6.0,3.0,2.0,0.0,0.0,4.0,5.0,0.0,0.0,1.0,2.0,2.0,Beaverton HS,lainey spear,https://portlandpilots.com/images/2025/10/15/Spear_Lainey26web.JPG?width=80&quality=90
22,Rhyan Mogel,Portland Pilots,G,5-10,Jr.,"Happy Valley, OR",FreeAgent,30.0,30.0,17.0,22.0,1.0,13.0,8.0,0.0,3.0,2.0,0.0,0.0,0.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,13.0,8.0,0.0,3.0,2.0,0.0,0.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Clackamas HS,rhyan mogel,https://portlandpilots.com/images/2025/10/15/Mogel_Rhyan26web.JPG?width=80&quality=90
35,Camille Dake,Portland Pilots,G,6-0,Fr.,"Vista, CA",UserTeam2,0.0,0.0,80.0,130.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,Rancho Buena Vista HS,camille dake,https://portlandpilots.com/images/2025/10/15/Dake_Camille26web.jpg?width=80&quality=90
42,Ella Zimmerman,Portland Pilots,F/C,6-4,So.,"Redondo Beach, CA",FreeAgent,20.0,20.0,1.0,51.0,1.0,16.0,8.0,3.0,1.0,0.0,1.0,0.0,0.0,0.0,1.0,4.0,4.0,0.0,0.0,3.0,3.0,16.0,8.0,3.0,1.0,0.0,1.0,1.0,4.0,4.0,0.0,0.0,0.0,0.0,0.0,Redondo Union HS,ella zimmerman,https://portlandpilots.com/images/2025/10/15/Zimmerman_Ella26web.JPG?width=80&quality=90
