Name,Jersey #,Team,Opponent,didWin,Date,MIN,OREB,DREB,REB,AST,STL,BLK,TO,PF,FGM,FGA,3PM,3PA,FTM,FTA,PTS,FantasyPts,isWCC
Nikola Priede,#25,Vermont Catamounts,Santa Clara Broncos,1,11/29/25,36,3,9,12,2,0,2,0,3,6,11,0,0,1,4,13,36,False
Malia Lenz,#0,Vermont Catamounts,Santa Clara Broncos,1,11/29/25,18,1,3,4,0,1,0,0,4,4,6,2,4,0,0,10,21,False
Keira Hanson,#12,Vermont Catamounts,Santa Clara Broncos,1,11/29/25,38,0,2,2,1,1,0,0,2,8,15,1,4,2,2,19,28,False
Catherine Gilwee,#14,Vermont Catamounts,Santa Clara Broncos,1,11/29/25,35,0,4,4,2,1,0,3,2,0,6,0,2,0,0,0,1,False
Jadyn Weltz,#24,Vermont Catamounts,Santa Clara Broncos,1,11/29/25,32,1,5,6,4,0,0,3,1,4,14,0,5,4,5,12,13,False
Savanna Creal,#33,Vermont Catamounts,Santa Clara Broncos,1,11/29/25,14,0,2,2,0,0,0,1,2,1,1,0,0,0,0,2,4,False
Maren Maxon,#2,Vermont Catamounts,Santa Clara Broncos,1,11/29/25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,False
Jacklynn Hosier,#1,Vermont Catamounts,Santa Clara Broncos,1,11/29/25,5,0,1,1,0,0,0,1,1,0,0,0,0,0,0,0,0,False
Emma Haan,#3,Vermont Catamounts,Santa Clara Broncos,1,11/29/25,21,0,3,3,0,0,0,0,4,3,5,1,3,0,0,7,11,False
Makayla Carter,#23,Nevada Wolf Pack,Portland Pilots,0,11/29/25,32,4,5,9,1,2,0,3,3,3,6,0,0,3,6,9,20,False
Chloe Williams,#10,Nevada Wolf Pack,Portland Pilots,0,11/29/25,25,0,6,6,0,2,0,2,2,3,9,0,0,0,0,6,13,False
Skylar Durley,#24,Nevada Wolf Pack,Portland Pilots,0,11/29/25,35,1,4,5,2,1,0,4,1,8,21,0,0,4,6,20,20,False
Izzy Sullivan,#2,Nevada Wolf Pack,Portland Pilots,0,11/29/25,35,1,2,3,1,2,0,3,4,0,3,0,0,5,8,5,7,False
Ahrray Young,#1,Nevada Wolf Pack,Portland Pilots,0,11/29/25,21,0,4,4,3,2,0,3,5,1,4,1,4,0,0,3,14,False
Kendra Hicks,#34,Nevada Wolf Pack,Portland Pilots,0,11/29/25,13,1,1,2,1,1,0,2,2,2,3,0,0,0,2,4,8,False
Tahj-Monet Bloom,#0,Nevada Wolf Pack,Portland Pilots,0,11/29/25,1,0,0,0,0,0,0,1,1,0,0,0,0,0,0,0,-2,False
Imbie Jones,#3,Nevada Wolf Pack,Portland Pilots,0,11/29/25,7,0,0,0,0,0,0,0,3,1,1,0,0,0,0,2,3,False
Amelia Raidaveta,#13,Nevada Wolf Pack,Portland Pilots,0,11/29/25,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Britain Backus,#11,Nevada Wolf Pack,Portland Pilots,0,11/29/25,3,0,0,0,0,0,0,0,1,0,1,0,0,1,2,1,-1,False
Gabby Ramos,#4,Nevada Wolf Pack,Portland Pilots,0,11/29/25,26,0,1,1,1,1,0,1,0,1,4,0,2,0,0,2,4,False
Lainey Spear,#20,Portland Pilots,Nevada Wolf Pack,1,11/29/25,21,2,4,6,3,1,0,1,1,1,3,0,1,1,6,3,14,True
Julia Dalan,#44,Portland Pilots,Nevada Wolf Pack,1,11/29/25,30,3,5,8,0,0,4,1,4,5,15,0,0,2,2,12,26,True
Rhyan Mogel,#22,Portland Pilots,Nevada Wolf Pack,1,11/29/25,33,0,2,2,2,1,1,2,2,1,5,1,2,0,0,3,12,True
Dyani Ananiev,#2,Portland Pilots,Nevada Wolf Pack,1,11/29/25,27,1,3,4,4,6,1,2,4,4,10,3,7,2,2,13,50,True
Florence Dallow,#3,Portland Pilots,Nevada Wolf Pack,1,11/29/25,26,2,6,8,2,0,0,4,2,3,7,0,3,3,4,9,11,True
Ella Zimmerman,#42,Portland Pilots,Nevada Wolf Pack,1,11/29/25,5,0,0,0,0,0,0,0,1,0,0,0,0,2,2,2,3,True
Jada Kennedy,#9,Portland Pilots,Nevada Wolf Pack,1,11/29/25,5,0,1,1,0,0,0,1,0,1,1,0,0,0,0,2,3,True
Brynn Smith,#12,Portland Pilots,Nevada Wolf Pack,1,11/29/25,7,0,0,0,0,0,0,1,1,2,3,1,1,0,0,5,6,True
Tiffany Barbosa,#7,Portland Pilots,Nevada Wolf Pack,1,11/29/25,10,1,1,2,0,0,0,2,3,1,2,1,1,0,0,3,3,True
Natalie Fraley,#10,Portland Pilots,Nevada Wolf Pack,1,11/29/25,21,1,2,3,4,1,0,1,2,4,10,1,3,0,0,9,24,True
Nicole Anderson,#17,Portland Pilots,Nevada Wolf Pack,1,11/29/25,15,0,1,1,0,0,0,0,1,1,4,0,3,2,2,4,1,True
Helen Holley,#10,San Diego Toreros,Little Rock Trojans,0,11/29/25,25,0,3,3,1,1,0,2,0,0,1,0,1,0,0,0,4,True
Malia Tharpe,#11,San Diego Toreros,Little Rock Trojans,0,11/29/25,26,0,4,4,1,1,0,2,0,1,6,0,1,0,0,2,4,True
Ayla Williams,#22,San Diego Toreros,Little Rock Trojans,0,11/29/25,19,3,5,8,0,0,4,3,4,1,2,0,0,3,4,5,18,True
Olivia Owens,#24,San Diego Toreros,Little Rock Trojans,0,11/29/25,29,0,1,1,0,2,0,2,3,4,17,1,7,1,2,10,0,True
Hallie Rhodes,#20,San Diego Toreros,Little Rock Trojans,0,11/29/25,19,3,0,3,0,0,0,4,1,1,11,0,2,0,0,2,-14,True
Eva Ruse,#15,San Diego Toreros,Little Rock Trojans,0,11/29/25,14,2,6,8,0,0,1,2,1,3,5,0,0,0,0,6,14,True
Dresha Moore,#1,San Diego Toreros,Little Rock Trojans,0,11/29/25,17,1,4,5,1,0,0,2,2,0,2,0,0,0,0,0,2,True
Jessica Ajayi,#4,San Diego Toreros,Little Rock Trojans,0,11/29/25,10,0,1,1,1,0,0,0,1,1,4,1,2,0,0,3,5,True
Ysabella Von Seipler,#0,San Diego Toreros,Little Rock Trojans,0,11/29/25,19,1,4,5,0,0,0,1,2,3,7,2,4,0,0,8,10,True
Lilly Amor,#3,San Diego Toreros,Little Rock Trojans,0,11/29/25,11,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,True
Jayden Rhodes,#19,San Diego Toreros,Little Rock Trojans,0,11/29/25,11,2,1,3,0,0,0,1,1,0,2,0,1,1,2,1,-2,True
Lidia Belmonte Hurtado,#16,Little Rock Trojans,San Diego Toreros,1,11/29/25,28,0,3,3,0,0,0,2,0,0,5,0,2,0,0,0,-7,False
Destinee Salgado,#14,Little Rock Trojans,San Diego Toreros,1,11/29/25,22,2,1,3,1,1,0,0,4,4,12,0,0,0,0,8,15,False
Brenna Burk,#3,Little Rock Trojans,San Diego Toreros,1,11/29/25,30,1,2,3,4,0,0,1,2,3,7,0,1,2,2,8,20,False
Jordan Holman,#5,Little Rock Trojans,San Diego Toreros,1,11/29/25,36,0,8,8,0,2,1,3,2,5,10,0,2,3,5,13,23,False
Alaina Payne,#7,Little Rock Trojans,San Diego Toreros,1,11/29/25,36,1,5,6,4,3,1,3,2,2,8,2,2,2,2,8,34,False
Pearson McVay,#11,Little Rock Trojans,San Diego Toreros,1,11/29/25,21,2,2,4,0,3,1,1,2,4,9,0,0,0,0,8,25,False
Blessing Teamer,#10,Little Rock Trojans,San Diego Toreros,1,11/29/25,4,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,False
Naomi Smitherman,#1,Little Rock Trojans,San Diego Toreros,1,11/29/25,9,0,0,0,0,0,1,0,0,1,2,0,0,0,0,2,6,False
Mya Cotto,#15,Little Rock Trojans,San Diego Toreros,1,11/29/25,14,1,1,2,1,1,0,0,0,2,4,0,2,0,2,4,10,False
Mya Barnes,#22,Jacksonville State Gamecocks,Pacific Tigers,0,11/29/25,35,1,6,7,1,1,0,1,0,4,10,2,6,0,0,10,18,False
Vitoria Carvalho,#11,Jacksonville State Gamecocks,Pacific Tigers,0,11/29/25,11,4,1,5,0,0,0,0,2,0,5,0,0,0,0,0,0,False
Makala Hobdy,#15,Jacksonville State Gamecocks,Pacific Tigers,0,11/29/25,30,2,2,4,1,2,0,5,1,3,7,2,3,2,2,10,15,False
Adriana Jones,#23,Jacksonville State Gamecocks,Pacific Tigers,0,11/29/25,36,6,0,6,4,1,1,2,1,6,17,1,7,2,4,15,24,False
Eden Sample,#1,Jacksonville State Gamecocks,Pacific Tigers,0,11/29/25,34,3,0,3,0,1,0,1,0,3,9,2,5,0,0,8,9,False
Mina Djurdjevic,#14,Jacksonville State Gamecocks,Pacific Tigers,0,11/29/25,23,1,3,4,1,0,0,1,3,3,8,1,4,3,4,10,10,False
Brooklyn McDaniel,#23,Jacksonville State Gamecocks,Pacific Tigers,0,11/29/25,19,4,3,7,0,0,0,2,2,2,5,0,0,4,6,8,8,False
Kyera Thornsbury,#21,Jacksonville State Gamecocks,Pacific Tigers,0,11/29/25,12,0,0,0,4,0,0,1,5,0,0,0,0,2,2,2,12,False
Winner Bartholomew,#25,Pacific Tigers,Jacksonville State Gamecocks,1,11/29/25,20,2,4,6,0,0,0,2,4,7,11,0,0,2,2,16,22,True
Liv Yergensen,#7,Pacific Tigers,Jacksonville State Gamecocks,1,11/29/25,19,0,0,0,0,1,0,1,0,0,1,0,0,0,0,0,2,True
Daria Nestorov,#21,Pacific Tigers,Jacksonville State Gamecocks,1,11/29/25,35,0,0,0,6,2,0,2,2,4,9,1,3,0,0,9,30,True
Stella Szabo,#5,Pacific Tigers,Jacksonville State Gamecocks,1,11/29/25,29,0,1,1,3,1,0,1,2,3,3,2,2,1,2,9,26,True
Sydney Ward,#10,Pacific Tigers,Jacksonville State Gamecocks,1,11/29/25,24,0,1,1,0,1,0,1,1,3,7,0,1,3,4,9,10,True
Luisa Anderegg,#11,Pacific Tigers,Jacksonville State Gamecocks,1,11/29/25,10,1,2,3,0,0,1,1,2,1,2,1,2,4,4,7,12,True
Sophia Mindermann,#8,Pacific Tigers,Jacksonville State Gamecocks,1,11/29/25,16,0,0,0,1,0,0,1,2,1,2,1,2,0,0,3,5,True
Marina Radocaj,#9,Pacific Tigers,Jacksonville State Gamecocks,1,11/29/25,27,2,8,10,2,2,5,1,1,3,7,0,0,0,0,6,43,True
Nyah Lowery,#15,Pacific Tigers,Jacksonville State Gamecocks,1,11/29/25,20,0,3,3,0,3,0,1,1,5,7,1,3,0,0,11,27,True
Maya Hernandez,#55,Loyola Marymount Lions,Cal State Fullerton Titans,1,11/29/25,25,2,6,8,3,1,1,4,4,5,12,0,0,0,0,10,25,True
Ivana Krajina,#13,Loyola Marymount Lions,Cal State Fullerton Titans,1,11/29/25,29,0,2,2,1,1,0,6,1,1,2,0,0,0,0,2,0,True
Jess Lawson,#0,Loyola Marymount Lions,Cal State Fullerton Titans,1,11/29/25,29,3,4,7,3,1,0,2,2,7,11,0,0,10,11,24,43,True
Andjela Matic,#28,Loyola Marymount Lions,Cal State Fullerton Titans,1,11/29/25,36,0,3,3,1,1,0,3,3,4,5,3,4,3,4,14,23,True
Carly Heidger,#5,Loyola Marymount Lions,Cal State Fullerton Titans,1,11/29/25,29,1,2,3,1,0,0,0,0,5,10,3,5,2,2,15,23,True
Kayla Jones,#24,Loyola Marymount Lions,Cal State Fullerton Titans,1,11/29/25,15,0,2,2,2,1,0,0,1,1,6,0,1,0,0,2,10,True
Ana Milanovic,#7,Loyola Marymount Lions,Cal State Fullerton Titans,1,11/29/25,11,1,2,3,1,1,0,1,0,0,2,0,1,3,4,3,8,True
Zawadi Ogot,#54,Loyola Marymount Lions,Cal State Fullerton Titans,1,11/29/25,19,2,1,3,0,0,0,1,0,1,4,0,0,1,2,3,2,True
Mari Somvichian,#2,Loyola Marymount Lions,Cal State Fullerton Titans,1,11/29/25,7,0,0,0,0,1,0,0,2,0,2,0,1,0,0,0,2,True
Cristina Jones,#55,Cal State Fullerton Titans,Loyola Marymount Lions,0,11/29/25,33,3,4,7,2,1,0,2,4,7,12,0,0,6,10,20,31,False
Nicole Steiner,#0,Cal State Fullerton Titans,Loyola Marymount Lions,0,11/29/25,25,1,2,3,2,2,1,2,1,4,11,0,0,0,0,8,21,False
Dylan Swindle,#10,Cal State Fullerton Titans,Loyola Marymount Lions,0,11/29/25,38,0,0,0,3,1,0,4,4,4,9,1,2,0,1,9,12,False
Jana Falsdottir,#4,Cal State Fullerton Titans,Loyola Marymount Lions,0,11/29/25,21,1,3,4,1,0,0,1,1,1,2,0,0,0,0,2,7,False
Kya Pearson,#33,Cal State Fullerton Titans,Loyola Marymount Lions,0,11/29/25,20,0,2,2,2,0,0,4,3,1,4,0,0,2,2,4,2,False
Lilliana Petersen,#13,Cal State Fullerton Titans,Loyola Marymount Lions,0,11/29/25,3,0,1,1,0,0,0,0,1,0,0,0,0,0,0,0,1,False
Talia Maxwell,#23,Cal State Fullerton Titans,Loyola Marymount Lions,0,11/29/25,13,1,4,5,0,0,0,0,0,1,2,0,0,1,1,3,8,False
Maxine Sutisna,#5,Cal State Fullerton Titans,Loyola Marymount Lions,0,11/29/25,22,1,3,4,0,3,0,3,3,5,13,1,4,0,1,11,15,False
Mimi Moon,#1,Cal State Fullerton Titans,Loyola Marymount Lions,0,11/29/25,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,False
Madelynn Muniz,#22,Cal State Fullerton Titans,Loyola Marymount Lions,0,11/29/25,25,0,1,1,2,1,0,1,2,2,4,1,2,0,0,5,14,False
Lauren Whittaker,#33,Gonzaga Bulldogs,Marquette Golden Eagles,1,11/30/25,29,5,8,13,1,1,0,2,2,7,15,3,6,6,7,23,38,True
Taylor Smith,#20,Gonzaga Bulldogs,Marquette Golden Eagles,1,11/30/25,27,1,5,6,4,1,0,4,2,2,5,0,1,0,0,4,17,True
Zeryhia Aokuso,#55,Gonzaga Bulldogs,Marquette Golden Eagles,1,11/30/25,19,0,1,1,0,1,0,1,3,3,6,0,1,0,0,6,9,True
Allie Turner,#11,Gonzaga Bulldogs,Marquette Golden Eagles,1,11/30/25,35,0,4,4,4,0,0,2,1,6,17,3,9,2,2,17,22,True
Ines Bettencourt,#8,Gonzaga Bulldogs,Marquette Golden Eagles,1,11/30/25,23,1,4,5,2,0,0,5,0,0,5,0,1,0,0,0,-4,True
Jaiden Haile,#23,Gonzaga Bulldogs,Marquette Golden Eagles,1,11/30/25,13,2,1,3,1,0,0,1,2,1,2,0,0,1,2,3,7,True
McKynnlie Dalan,#22,Gonzaga Bulldogs,Marquette Golden Eagles,1,11/30/25,11,1,0,1,0,0,0,1,2,0,0,0,0,0,0,0,0,True
Julia Wilson,#3,Gonzaga Bulldogs,Marquette Golden Eagles,1,11/30/25,18,1,2,3,1,0,1,1,1,1,6,0,1,0,0,2,5,True
Paige Lofing,#1,Gonzaga Bulldogs,Marquette Golden Eagles,1,11/30/25,2,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,-1,True
Teryn Gardner,#24,Gonzaga Bulldogs,Marquette Golden Eagles,1,11/30/25,21,1,4,5,0,2,0,1,0,4,9,2,6,0,0,10,19,True
Christabel Osarobo,#12,Gonzaga Bulldogs,Marquette Golden Eagles,1,11/30/25,2,0,1,1,0,0,0,0,0,0,0,0,0,0,0,0,2,True
Skylar Forbes,#11,Marquette Golden Eagles,Gonzaga Bulldogs,0,11/30/25,38,0,2,2,1,1,0,2,2,10,20,3,8,1,1,24,27,False
Halle Vice,#22,Marquette Golden Eagles,Gonzaga Bulldogs,0,11/30/25,33,0,8,8,1,1,2,1,0,5,10,1,1,1,3,12,30,False
Jaidynn Mason,#2,Marquette Golden Eagles,Gonzaga Bulldogs,0,11/30/25,19,0,1,1,1,0,0,1,1,2,5,0,0,1,2,5,5,False
Olivia Porter,#23,Marquette Golden Eagles,Gonzaga Bulldogs,0,11/30/25,31,1,2,3,2,2,0,5,3,3,6,0,0,1,2,7,13,False
Lee Volker,#1,Marquette Golden Eagles,Gonzaga Bulldogs,0,11/30/25,34,0,2,2,5,2,0,2,2,2,8,0,2,2,2,6,21,False
Jada Bediako,#14,Marquette Golden Eagles,Gonzaga Bulldogs,0,11/30/25,4,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,-2,False
Charia Smith,#5,Marquette Golden Eagles,Gonzaga Bulldogs,0,11/30/25,5,0,2,2,1,0,0,0,1,0,1,0,0,0,0,0,4,False
Kennedi Perkins,#21,Marquette Golden Eagles,Gonzaga Bulldogs,0,11/30/25,10,0,2,2,2,2,0,0,2,0,0,0,0,1,2,1,16,False
Jordan Meulemans,#20,Marquette Golden Eagles,Gonzaga Bulldogs,0,11/30/25,26,0,1,1,0,0,1,2,2,2,7,2,6,0,0,6,1,False
Ainaya Williams,#21,Southeast Missouri State Redhawks,San Diego Toreros,0,11/30/25,22,1,3,4,2,0,1,2,5,4,8,0,0,2,2,10,19,False
Zoey Rixter,#3,Southeast Missouri State Redhawks,San Diego Toreros,0,11/30/25,26,1,3,4,0,1,0,1,3,0,3,0,0,0,0,0,3,False
Lexi McCully,#11,Southeast Missouri State Redhawks,San Diego Toreros,0,11/30/25,33,0,1,1,2,2,0,1,3,7,15,1,4,2,2,17,27,False
Raissa Nsabua,#2,Southeast Missouri State Redhawks,San Diego Toreros,0,11/30/25,38,2,4,6,4,1,0,7,1,3,6,1,1,4,6,11,18,False
Carmen Taylor,#0,Southeast Missouri State Redhawks,San Diego Toreros,0,11/30/25,34,1,4,5,3,2,0,0,1,3,9,3,7,0,0,9,27,False
Kearra Jones,#4,Southeast Missouri State Redhawks,San Diego Toreros,0,11/30/25,14,1,1,2,0,0,2,1,1,2,10,0,3,0,0,4,1,False
Madison Ayers,#22,Southeast Missouri State Redhawks,San Diego Toreros,0,11/30/25,4,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,-1,False
Charmen Taylor,#1,Southeast Missouri State Redhawks,San Diego Toreros,0,11/30/25,29,1,1,2,1,0,0,0,1,2,6,0,2,0,0,4,5,False
Eva Ruse,#15,San Diego Toreros,Southeast Missouri State Redhawks,1,11/30/25,26,3,5,8,0,1,2,3,1,6,9,1,1,7,11,20,33,True
Ayla Williams,#22,San Diego Toreros,Southeast Missouri State Redhawks,1,11/30/25,17,4,1,5,0,0,0,2,2,1,5,0,0,2,2,4,3,True
Olivia Owens,#24,San Diego Toreros,Southeast Missouri State Redhawks,1,11/30/25,39,3,6,9,6,1,0,3,1,4,17,1,5,4,4,13,27,True
Ysabella Von Seipler,#0,San Diego Toreros,Southeast Missouri State Redhawks,1,11/30/25,10,2,0,2,1,0,0,2,2,0,2,0,1,0,0,0,-1,True
Lilly Amor,#3,San Diego Toreros,Southeast Missouri State Redhawks,1,11/30/25,29,0,1,1,0,0,0,1,2,0,4,0,3,0,0,0,-7,True
Dresha Moore,#1,San Diego Toreros,Southeast Missouri State Redhawks,1,11/30/25,16,1,6,7,2,0,0,1,2,3,7,0,2,0,0,6,15,True
Helen Holley,#10,San Diego Toreros,Southeast Missouri State Redhawks,1,11/30/25,21,5,4,9,0,1,0,0,1,2,5,0,1,2,3,6,17,True
Malia Tharpe,#11,San Diego Toreros,Southeast Missouri State Redhawks,1,11/30/25,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,True
Jessica Ajayi,#4,San Diego Toreros,Southeast Missouri State Redhawks,1,11/30/25,7,1,1,2,0,0,0,1,2,0,3,0,1,0,0,0,-3,True
Hallie Rhodes,#20,San Diego Toreros,Southeast Missouri State Redhawks,1,11/30/25,33,1,3,4,6,3,1,3,2,7,11,2,4,0,0,16,51,True
Jayden Rhodes,#19,San Diego Toreros,Southeast Missouri State Redhawks,1,11/30/25,1,0,0,0,0,0,1,0,0,0,1,0,1,0,0,0,2,True
Andjela Bigovic,#6,Seattle U Redhawks,Florrida International Panthers,0,11/30/25,35,0,4,4,2,0,0,4,4,1,5,1,5,0,0,3,-1,True
Tamia Stricklin,#14,Seattle U Redhawks,Florrida International Panthers,0,11/30/25,28,1,9,10,5,1,1,2,5,4,10,2,3,2,2,12,39,True
Dylan Mogel,#5,Seattle U Redhawks,Florrida International Panthers,0,11/30/25,30,1,2,3,0,0,1,2,1,1,1,0,0,2,2,4,7,True
Sydnie Rodriguez,#24,Seattle U Redhawks,Florrida International Panthers,0,11/30/25,24,1,4,5,0,2,0,2,1,3,12,0,6,0,0,6,3,True
Ella Brubaker,#3,Seattle U Redhawks,Florrida International Panthers,0,11/30/25,30,1,5,6,3,2,0,1,2,4,9,2,5,5,5,15,34,True
Fia Proctor,#4,Seattle U Redhawks,Florrida International Panthers,0,11/30/25,8,0,1,1,0,0,0,0,1,0,1,0,1,0,0,0,-1,True
Jana Vesic,#9,Seattle U Redhawks,Florrida International Panthers,0,11/30/25,31,1,4,5,5,0,0,5,1,6,12,0,2,2,4,14,20,True
Aaliyah Ibarra,#21,Seattle U Redhawks,Florrida International Panthers,0,11/30/25,14,0,3,3,0,1,0,3,1,2,5,0,3,1,1,5,2,True
Grecia Ferrer Leal,#5,Florrida International Panthers,Seattle U Redhawks,1,11/30/25,40,0,3,3,7,2,0,4,3,4,9,0,2,2,4,10,30,False
Ndate Ndiaye,#14,Florrida International Panthers,Seattle U Redhawks,1,11/30/25,32,0,6,6,0,2,0,0,1,5,14,2,7,1,1,13,21,False
Denika Lightbourne,#0,Florrida International Panthers,Seattle U Redhawks,1,11/30/25,25,3,3,6,2,1,0,2,3,2,9,0,1,0,0,4,11,False
Rhema Collins,#23,Florrida International Panthers,Seattle U Redhawks,1,11/30/25,39,5,4,9,1,1,2,1,1,5,12,0,0,5,6,15,33,False
Parris Atkins,#10,Florrida International Panthers,Seattle U Redhawks,1,11/30/25,39,0,3,3,1,9,0,3,3,6,20,3,9,5,6,20,45,False
Claudia Marina,#44,Florrida International Panthers,Seattle U Redhawks,1,11/30/25,19,4,0,4,0,0,0,1,3,1,5,0,2,0,0,2,0,False
Riley Burd,#3,Florrida International Panthers,Seattle U Redhawks,1,11/30/25,6,0,1,1,0,0,0,0,2,0,1,0,1,0,0,0,0,False
Jayden McNeal,#20,CS Monterey Bay Otters,San Francisco Dons,0,11/30/25,15,1,0,1,1,0,0,0,2,1,7,0,1,3,4,5,2,False
Cheyanne Whitfield,#13,CS Monterey Bay Otters,San Francisco Dons,0,11/30/25,15,2,0,2,1,1,0,0,3,0,6,0,2,0,0,0,1,False
Jennifer Moreno Ortiz,#12,CS Monterey Bay Otters,San Francisco Dons,0,11/30/25,24,0,2,2,1,2,0,5,1,3,7,2,5,1,2,9,9,False
Aajah Slocum,#5,CS Monterey Bay Otters,San Francisco Dons,0,11/30/25,31,1,2,3,2,3,1,5,0,4,7,0,0,0,0,8,23,False
Riley Walls,#2,CS Monterey Bay Otters,San Francisco Dons,0,11/30/25,25,0,3,3,1,2,0,0,2,0,4,0,1,2,2,2,11,False
Janelle Pea,#24,CS Monterey Bay Otters,San Francisco Dons,0,11/30/25,12,0,0,0,0,0,0,1,1,0,2,0,0,0,0,0,-4,False
Jolie Johnson,#23,CS Monterey Bay Otters,San Francisco Dons,0,11/30/25,5,0,0,0,0,0,0,0,0,0,2,0,0,0,0,0,-2,False
Sasha Capers,#15,CS Monterey Bay Otters,San Francisco Dons,0,11/30/25,5,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Aliyah Young,#1,CS Monterey Bay Otters,San Francisco Dons,0,11/30/25,17,0,0,0,0,1,0,0,1,3,6,3,5,0,0,9,14,False
Malaysia Lucero,#22,CS Monterey Bay Otters,San Francisco Dons,0,11/30/25,12,2,1,3,0,0,0,1,0,3,8,0,0,1,2,7,5,False
Leah Sarabia,#11,CS Monterey Bay Otters,San Francisco Dons,0,11/30/25,17,1,4,5,3,1,0,2,2,2,6,1,3,0,0,5,16,False
Ledjan Pahukoa,#10,CS Monterey Bay Otters,San Francisco Dons,0,11/30/25,7,0,0,0,0,0,0,0,1,1,2,1,2,0,0,3,3,False
Demi Thompson-Lopez,#3,CS Monterey Bay Otters,San Francisco Dons,0,11/30/25,11,1,1,2,0,1,0,0,2,0,1,0,1,4,4,4,8,False
Brianna Bouton,#0,CS Monterey Bay Otters,San Francisco Dons,0,11/30/25,4,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,False
Natasa Tausova,#12,San Francisco Dons,CS Monterey Bay Otters,1,11/30/25,17,1,4,5,0,3,0,2,0,0,2,0,1,0,0,0,11,True
Noelia Mourio,#3,San Francisco Dons,CS Monterey Bay Otters,1,11/30/25,16,2,4,6,1,1,0,1,2,2,6,0,0,2,2,6,16,True
Aina Cargol,#9,San Francisco Dons,CS Monterey Bay Otters,1,11/30/25,13,0,1,1,2,0,0,3,0,0,0,0,0,0,0,0,2,True
Candy Edokpaigbe,#23,San Francisco Dons,CS Monterey Bay Otters,1,11/30/25,14,1,0,1,0,0,0,0,0,6,9,2,4,0,0,14,19,True
Mara Neira,#2,San Francisco Dons,CS Monterey Bay Otters,1,11/30/25,11,0,4,4,3,1,0,1,0,3,4,0,1,1,1,7,24,True
Sophia Priestley,#32,San Francisco Dons,CS Monterey Bay Otters,1,11/30/25,17,0,3,3,2,1,0,0,1,1,2,0,1,0,0,2,15,True
Nevaeh Ferrara Horne,#7,San Francisco Dons,CS Monterey Bay Otters,1,11/30/25,23,0,2,2,1,1,1,1,1,4,5,2,2,1,2,11,26,True
Sol Castro,#24,San Francisco Dons,CS Monterey Bay Otters,1,11/30/25,13,3,4,7,0,0,2,2,1,4,8,0,0,5,6,13,22,True
Amy Pateman,#10,San Francisco Dons,CS Monterey Bay Otters,1,11/30/25,16,0,2,2,1,0,0,1,4,4,6,1,2,0,0,9,15,True
Meghan McIntyre,#4,San Francisco Dons,CS Monterey Bay Otters,1,11/30/25,24,3,1,4,7,1,0,3,0,7,8,2,3,0,0,16,47,True
Paula Tirado,#22,San Francisco Dons,CS Monterey Bay Otters,1,11/30/25,23,0,2,2,4,2,0,3,1,2,4,1,2,2,2,7,24,True
Olivia Williams,#21,San Francisco Dons,CS Monterey Bay Otters,1,11/30/25,13,0,3,3,0,2,0,1,0,1,3,0,1,5,6,7,14,True
Kourtney Grossman,#22,Eastern Washington Eagles,Portland Pilots,0,11/30/25,33,0,8,8,0,1,0,2,3,5,9,3,4,2,4,15,24,False
Jaecy Eggers,#10,Eastern Washington Eagles,Portland Pilots,0,11/30/25,26,3,5,8,0,0,1,2,3,3,13,0,2,2,6,8,2,False
Elyn Bowers,#1,Eastern Washington Eagles,Portland Pilots,0,11/30/25,27,1,0,1,0,0,0,3,1,3,7,1,2,5,7,12,4,False
Caitie Gingras,#13,Eastern Washington Eagles,Portland Pilots,0,11/30/25,20,1,1,2,2,0,1,2,2,1,4,0,3,0,0,2,4,False
Ella Gallatin,#2,Eastern Washington Eagles,Portland Pilots,0,11/30/25,38,2,4,6,3,1,0,6,0,8,16,3,9,0,0,19,23,False
Paris Kirk,#12,Eastern Washington Eagles,Portland Pilots,0,11/30/25,9,0,1,1,0,0,1,0,3,0,0,0,0,0,0,0,4,False
Bella Hays,#52,Eastern Washington Eagles,Portland Pilots,0,11/30/25,11,2,1,3,0,0,0,1,0,0,2,0,0,0,0,0,-1,False
Brielle Magnuson,#24,Eastern Washington Eagles,Portland Pilots,0,11/30/25,10,0,3,3,0,0,0,0,1,0,2,0,1,1,2,1,0,False
Madeline Gibbs,#3,Eastern Washington Eagles,Portland Pilots,0,11/30/25,10,0,1,1,1,0,0,0,0,0,1,0,0,0,0,0,3,False
Emily McElmurry,#23,Eastern Washington Eagles,Portland Pilots,0,11/30/25,16,0,0,0,3,0,0,1,1,0,1,0,1,1,2,1,5,False
